"Predictor","Predictor_Value","PDP_Value"
"Mean_SWF",0,0
"Mean_SWF",0.159292929292929,0.0430253640748927
"Mean_SWF",0.318585858585859,0.352258327024695
"Mean_SWF",0.477878787878788,0.683157403774953
"Mean_SWF",0.637171717171717,0.691910782996275
"Mean_SWF",0.796464646464646,0.751704944549405
"Mean_SWF",0.955757575757576,0.793336765796697
"Mean_SWF",1.11505050505051,0.802044334941794
"Mean_SWF",1.27434343434343,0.823866604113389
"Mean_SWF",1.43363636363636,0.862813865955968
"Mean_SWF",1.59292929292929,0.92868328850359
"Mean_SWF",1.75222222222222,0.945074526373595
"Mean_SWF",1.91151515151515,0.955955875024546
"Mean_SWF",2.07080808080808,0.965546374336839
"Mean_SWF",2.23010101010101,0.970901214783004
"Mean_SWF",2.38939393939394,0.97622058312183
"Mean_SWF",2.54868686868687,0.979184167545158
"Mean_SWF",2.7079797979798,0.986486817677969
"Mean_SWF",2.86727272727273,0.987834620259818
"Mean_SWF",3.02656565656566,0.989734442288582
"Mean_SWF",3.18585858585859,0.990729576100349
"Mean_SWF",3.34515151515152,0.9915787788157
"Mean_SWF",3.50444444444444,0.991051935467349
"Mean_SWF",3.66373737373737,0.991697951369108
"Mean_SWF",3.8230303030303,0.992916641651096
"Mean_SWF",3.98232323232323,0.993103391523032
"Mean_SWF",4.14161616161616,0.993385331605997
"Mean_SWF",4.30090909090909,0.993294969752479
"Mean_SWF",4.46020202020202,0.994653191115881
"Mean_SWF",4.61949494949495,0.994902635037875
"Mean_SWF",4.77878787878788,0.99403055893753
"Mean_SWF",4.93808080808081,0.994436266344246
"Mean_SWF",5.09737373737374,0.996791629243161
"Mean_SWF",5.25666666666667,0.998058790366956
"Mean_SWF",5.4159595959596,0.998138329896227
"Mean_SWF",5.57525252525252,0.998565209115177
"Mean_SWF",5.73454545454545,0.999435068586072
"Mean_SWF",5.89383838383838,1
"Mean_SWF",6.05313131313131,0.999202184720177
"Mean_SWF",6.21242424242424,0.998978338515315
"Mean_SWF",6.37171717171717,0.998008784605125
"Mean_SWF",6.5310101010101,0.997513460539524
"Mean_SWF",6.69030303030303,0.997221382916752
"Mean_SWF",6.84959595959596,0.996426895371396
"Mean_SWF",7.00888888888889,0.995784907721549
"Mean_SWF",7.16818181818182,0.995030445679482
"Mean_SWF",7.32747474747475,0.994257619556902
"Mean_SWF",7.48676767676768,0.993482300313942
"Mean_SWF",7.64606060606061,0.993307675644753
"Mean_SWF",7.80535353535354,0.993184339148343
"Mean_SWF",7.96464646464646,0.992855950964447
"Mean_SWF",8.12393939393939,0.993015755709995
"Mean_SWF",8.28323232323232,0.991633654748723
"Mean_SWF",8.44252525252525,0.991445927510469
"Mean_SWF",8.60181818181818,0.990058216324667
"Mean_SWF",8.76111111111111,0.988992268782938
"Mean_SWF",8.92040404040404,0.988240801169863
"Mean_SWF",9.07969696969697,0.987733008817823
"Mean_SWF",9.2389898989899,0.984703918301189
"Mean_SWF",9.39828282828283,0.982987635602092
"Mean_SWF",9.55757575757576,0.981777659356264
"Mean_SWF",9.71686868686869,0.97987495862641
"Mean_SWF",9.87616161616162,0.974108426227071
"Mean_SWF",10.0354545454545,0.972295645703902
"Mean_SWF",10.1947474747475,0.970878186004056
"Mean_SWF",10.3540404040404,0.96192682232318
"Mean_SWF",10.5133333333333,0.960869119479381
"Mean_SWF",10.6726262626263,0.960798580564547
"Mean_SWF",10.8319191919192,0.959970887083191
"Mean_SWF",10.9912121212121,0.954936280925385
"Mean_SWF",11.150505050505,0.951439707990649
"Mean_SWF",11.309797979798,0.945373280778887
"Mean_SWF",11.4690909090909,0.945093897789608
"Mean_SWF",11.6283838383838,0.945171860520095
"Mean_SWF",11.7876767676768,0.945171860520095
"Mean_SWF",11.9469696969697,0.945140080495691
"Mean_SWF",12.1062626262626,0.945388637040267
"Mean_SWF",12.2655555555556,0.939662034005292
"Mean_SWF",12.4248484848485,0.938989527932768
"Mean_SWF",12.5841414141414,0.940167507178609
"Mean_SWF",12.7434343434343,0.940167507178609
"Mean_SWF",12.9027272727273,0.940167507178609
"Mean_SWF",13.0620202020202,0.935671676561905
"Mean_SWF",13.2213131313131,0.931725229226644
"Mean_SWF",13.3806060606061,0.93096434359447
"Mean_SWF",13.539898989899,0.930905457957238
"Mean_SWF",13.6991919191919,0.930852558932743
"Mean_SWF",13.8584848484848,0.930871116397461
"Mean_SWF",14.0177777777778,0.930871116397461
"Mean_SWF",14.1770707070707,0.930091902267079
"Mean_SWF",14.3363636363636,0.930091902267079
"Mean_SWF",14.4956565656566,0.930091902267079
"Mean_SWF",14.6549494949495,0.930091902267079
"Mean_SWF",14.8142424242424,0.920768776810889
"Mean_SWF",14.9735353535354,0.920768776810889
"Mean_SWF",15.1328282828283,0.920768776810889
"Mean_SWF",15.2921212121212,0.920768776810889
"Mean_SWF",15.4514141414141,0.902673774086387
"Mean_SWF",15.6107070707071,0.902673774086387
"Mean_SWF",15.77,0.902673774086387
"Mean_SHDI",0.56,0.969502893355408
"Mean_SHDI",0.572323232323232,0.969502893355408
"Mean_SHDI",0.584646464646465,0.969502893355408
"Mean_SHDI",0.596969696969697,0.969502893355408
"Mean_SHDI",0.609292929292929,0.969502893355408
"Mean_SHDI",0.621616161616162,0.966410539490189
"Mean_SHDI",0.633939393939394,0.964229425691953
"Mean_SHDI",0.646262626262626,0.964229425691953
"Mean_SHDI",0.658585858585859,0.964229425691953
"Mean_SHDI",0.670909090909091,0.964229425691953
"Mean_SHDI",0.683232323232323,0.964229425691953
"Mean_SHDI",0.695555555555556,0.95978907347538
"Mean_SHDI",0.707878787878788,0.95978907347538
"Mean_SHDI",0.72020202020202,0.95978907347538
"Mean_SHDI",0.732525252525253,0.949780941371422
"Mean_SHDI",0.744848484848485,0.951368797335975
"Mean_SHDI",0.757171717171717,0.951569566582353
"Mean_SHDI",0.76949494949495,0.954727310830923
"Mean_SHDI",0.781818181818182,0.950923368234511
"Mean_SHDI",0.794141414141414,0.952089411420449
"Mean_SHDI",0.806464646464647,0.954329179619666
"Mean_SHDI",0.818787878787879,0.954329179619666
"Mean_SHDI",0.831111111111111,0.948509493838722
"Mean_SHDI",0.843434343434343,0.95020156087315
"Mean_SHDI",0.855757575757576,0.950136830936549
"Mean_SHDI",0.868080808080808,0.973064092876385
"Mean_SHDI",0.880404040404041,0.994479173520032
"Mean_SHDI",0.892727272727273,0.994224785599607
"Mean_SHDI",0.905050505050505,1
"Mean_SHDI",0.917373737373737,0.997492279520105
"Mean_SHDI",0.92969696969697,0.98724209152813
"Mean_SHDI",0.942020202020202,0.721637687009077
"Mean_SHDI",0.954343434343434,0.720763672762903
"Mean_SHDI",0.966666666666667,0.682877511957689
"Mean_SHDI",0.978989898989899,0.68976597285501
"Mean_SHDI",0.991313131313131,0.667232880540183
"Mean_SHDI",1.00363636363636,0.626632429676316
"Mean_SHDI",1.0159595959596,0.562742405647714
"Mean_SHDI",1.02828282828283,0.552504367359166
"Mean_SHDI",1.04060606060606,0.543742403482435
"Mean_SHDI",1.05292929292929,0.538969693561358
"Mean_SHDI",1.06525252525253,0.547346646185824
"Mean_SHDI",1.07757575757576,0.54197563880587
"Mean_SHDI",1.08989898989899,0.547644257360764
"Mean_SHDI",1.10222222222222,0.548546384466276
"Mean_SHDI",1.11454545454545,0.551108793725868
"Mean_SHDI",1.12686868686869,0.56132886289768
"Mean_SHDI",1.13919191919192,0.566520818014032
"Mean_SHDI",1.15151515151515,0.563859093894949
"Mean_SHDI",1.16383838383838,0.54581160393951
"Mean_SHDI",1.17616161616162,0.546387085859529
"Mean_SHDI",1.18848484848485,0.557227348108896
"Mean_SHDI",1.20080808080808,0.55743225313205
"Mean_SHDI",1.21313131313131,0.575254952304736
"Mean_SHDI",1.22545454545455,0.579719631079171
"Mean_SHDI",1.23777777777778,0.581597968991105
"Mean_SHDI",1.25010101010101,0.584279641310283
"Mean_SHDI",1.26242424242424,0.584456332666547
"Mean_SHDI",1.27474747474747,0.586751323569842
"Mean_SHDI",1.28707070707071,0.593961838532149
"Mean_SHDI",1.29939393939394,0.595857928421083
"Mean_SHDI",1.31171717171717,0.597074005589422
"Mean_SHDI",1.3240404040404,0.595925940958107
"Mean_SHDI",1.33636363636364,0.603623362609694
"Mean_SHDI",1.34868686868687,0.599217126772917
"Mean_SHDI",1.3610101010101,0.602928316506857
"Mean_SHDI",1.37333333333333,0.603414014121054
"Mean_SHDI",1.38565656565657,0.61975736270494
"Mean_SHDI",1.3979797979798,0.61208434721772
"Mean_SHDI",1.41030303030303,0.618639703518234
"Mean_SHDI",1.42262626262626,0.631676640107071
"Mean_SHDI",1.43494949494949,0.632480192406347
"Mean_SHDI",1.44727272727273,0.625213460068994
"Mean_SHDI",1.45959595959596,0.624407117917356
"Mean_SHDI",1.47191919191919,0.648288932291469
"Mean_SHDI",1.48424242424242,0.651005427942712
"Mean_SHDI",1.49656565656566,0.668587099341291
"Mean_SHDI",1.50888888888889,0.694401642429765
"Mean_SHDI",1.52121212121212,0.65895782970779
"Mean_SHDI",1.53353535353535,0.647022161709315
"Mean_SHDI",1.54585858585859,0.619161057733959
"Mean_SHDI",1.55818181818182,0.603488062600874
"Mean_SHDI",1.57050505050505,0.550861071819101
"Mean_SHDI",1.58282828282828,0.548912338846154
"Mean_SHDI",1.59515151515152,0.494344360722275
"Mean_SHDI",1.60747474747475,0.373167397442185
"Mean_SHDI",1.61979797979798,0.0575347354934354
"Mean_SHDI",1.63212121212121,0
"Mean_SHDI",1.64444444444444,0.112263396816731
"Mean_SHDI",1.65676767676768,0.123254531310927
"Mean_SHDI",1.66909090909091,0.110294330810519
"Mean_SHDI",1.68141414141414,0.110112260680732
"Mean_SHDI",1.69373737373737,0.107949918698153
"Mean_SHDI",1.70606060606061,0.108583521368334
"Mean_SHDI",1.71838383838384,0.109258999111734
"Mean_SHDI",1.73070707070707,0.110092384837748
"Mean_SHDI",1.7430303030303,0.110092384837748
"Mean_SHDI",1.75535353535354,0.110092384837748
"Mean_SHDI",1.76767676767677,0.110092384837748
"Mean_SHDI",1.78,0.110092384837748
"SD_SHDI",0.3,0.00232621879152756
"SD_SHDI",0.313131313131313,0.00232621879152756
"SD_SHDI",0.326262626262626,0.00232621879152756
"SD_SHDI",0.339393939393939,0.00232621879152756
"SD_SHDI",0.352525252525253,0.00232621879152756
"SD_SHDI",0.365656565656566,0.00232621879152756
"SD_SHDI",0.378787878787879,0.00232621879152756
"SD_SHDI",0.391919191919192,0.00232621879152756
"SD_SHDI",0.405050505050505,0.00232621879152756
"SD_SHDI",0.418181818181818,0.00232621879152756
"SD_SHDI",0.431313131313131,0.00232621879152756
"SD_SHDI",0.444444444444444,0.00232621879152756
"SD_SHDI",0.457575757575758,0.00244949662450101
"SD_SHDI",0.470707070707071,0.00244949662450101
"SD_SHDI",0.483838383838384,0.00244949662450101
"SD_SHDI",0.496969696969697,0.00244949662450101
"SD_SHDI",0.51010101010101,0.00244949662450101
"SD_SHDI",0.523232323232323,0.00244949662450101
"SD_SHDI",0.536363636363636,0.00349199540063401
"SD_SHDI",0.549494949494949,0.00125042521846611
"SD_SHDI",0.562626262626263,0.00125042521846611
"SD_SHDI",0.575757575757576,6.11395028198864e-05
"SD_SHDI",0.588888888888889,0
"SD_SHDI",0.602020202020202,5.97448459583931e-05
"SD_SHDI",0.615151515151515,0.0368190543046899
"SD_SHDI",0.628282828282828,0.0857019844332695
"SD_SHDI",0.641414141414141,0.146565438723475
"SD_SHDI",0.654545454545455,0.151011401865239
"SD_SHDI",0.667676767676768,0.156001248809509
"SD_SHDI",0.680808080808081,0.169956576352515
"SD_SHDI",0.693939393939394,0.184422795458862
"SD_SHDI",0.707070707070707,0.383554160523814
"SD_SHDI",0.72020202020202,0.689864050704997
"SD_SHDI",0.733333333333333,0.729954047012333
"SD_SHDI",0.746464646464646,0.733951901241883
"SD_SHDI",0.75959595959596,0.73281337948914
"SD_SHDI",0.772727272727273,0.743074433940787
"SD_SHDI",0.785858585858586,0.744850417058267
"SD_SHDI",0.798989898989899,0.758273214338699
"SD_SHDI",0.812121212121212,0.777597046128354
