GRID_ID,Mean_Biomass,SD_Biomass,Mean_SWF,Mean_SHDI,SD_SHDI,Mean_Elev,Mean_Slope,Mean_Aspect,Mean_Temp,Mean_Rs,Mean_P,Mean_Soil_pote,SD_Rs,SD_P,SD_Temp,SD_Soil_pote,SD_Elev,SD_Aspect,SD_Slope,Mean_Bulk_Dens,SD_Bulk_Dens,Mean_Ca_Exg,SD_Ca_Exg,Mean_Clay,SD_Clay,Mean_Sand,SD_Sand,Mean_Silt,SD_Silt
AF-21,546.11,281.02,8.39,1.55,1.38,227.28,22.46,188.24,18.9,261.5,2.81,52.09,0.24,0.2,0.12,16.57,39.53,86.69,19.52,1.1347,0.6,14.422,13.595,28.611,29.506,21.817,22.146,39.64,33.22
AF-22,533.74,195.42,4.84,1.57,1.45,215.01,21.07,170.62,19.54,262.23,1.38,44.95,2.11,0.25,0.37,16.79,49.95,116.04,25.99,1.1017,0.6062,16.946,17.432,29.694,30.716,23.309,23.966,37.607,32.994
AF-23,709.38,133.23,5.93,1.55,1.38,309.67,20.9,182.86,0,0,0,30.83,0.86,0.05,0.29,1.36,23.66,105.63,14.27,1.1036,0.6122,15.917,16.789,29.095,30.883,20.919,21.274,40.42,33.359
AF-25,581.55,102.93,5.18,1,0.84,282.5,18.75,193.2,0,0,0,28.9,1.58,0.15,0.63,0,28.79,92.71,12.24,0,0,0,0,0,0,0,0,0,0
AF-26,550.73,276.11,5.83,1.38,1.19,250.5,24.98,168.64,19.65,228.52,5.16,30.42,1.62,0.04,0.08,1.76,29.2,100.18,14.66,0,0,0,0,0,0,0,0,0,0
AG-10,694.04,18.63,5.45,1.2,0.92,618.68,32.27,235.37,0,0,0,0,1.05,0.16,0.54,0,73.26,115.72,18.53,0,0,0,0,0,0,0,0,0,0
AG-11,594.19,36.57,6.25,1.19,0.97,606.41,32.17,204.43,0,0,0,0,1.3,0.22,0.18,0,53.43,107.26,17.89,0,0,0,0,0,0,0,0,0,0
AG-13,625.91,64.95,12.88,1.26,1.06,615.58,28.02,215.25,0,0,0,35.7,2.48,0.18,0.38,0.82,69.42,56.86,13.64,1.066,0.6388,21.435,22.158,26.227,27.364,23.164,21.364,39.495,31.168
AG-14,565.21,186.84,5.57,1.29,1.12,482.79,18.86,182.29,0,0,0,38.87,1.55,0.08,0.54,3.6,48.81,68.91,8.3,1.1236,0.6378,19.345,20.065,26.458,26.751,22.033,19.781,39.638,31.113
AG-15,533.44,147.2,3.94,1.49,1.26,447.31,26.4,143.63,0,0,0,44.08,1.55,0.15,0.5,2.77,44.66,109.4,14.82,1.0846,0.6241,17.36,18.259,26.622,26.754,23.269,20.837,38.784,31.303
AG-17,707.7,47.21,0.03,0.96,0.38,408.08,14.67,165.64,0,0,0,0,1.82,0.23,0.23,0,32.04,59.27,8.24,0,0,0,0,0,0,0,0,0,0
AG-18,548.39,283.67,4.44,1.3,1.11,294.21,14.06,134.98,19.53,282.09,1.45,68.6,0.14,0.18,0.33,3.85,28.12,66.53,8.25,1.1064,0.6124,14.239,13.274,26.858,28.42,23.658,21.548,39.121,32.061
AG-19,537.01,277.77,3.53,1.38,1.13,253.66,16.84,176.61,18.95,265.39,2.84,66.51,1.32,0.26,0.39,3.89,33.08,89.52,12.76,1.1045,0.6082,14.098,13.108,26.571,28.335,23.718,21.799,39.556,32.291
AG-20,583.19,221.62,2.21,1.51,1.25,286.67,39.4,224.63,19.03,266.04,2.54,38.22,0.6,0.21,0.24,15.03,43.7,104.74,24.36,1.0996,0.6062,13.88,13.553,27.151,28.953,21.794,21.201,40.734,33.286
AG-21,582.81,188.64,3.32,1.62,1.45,238.2,30.4,202.74,19.22,269.29,1.35,40.4,1,0.38,0.15,14.55,56.68,92.45,29.29,1.1167,0.6027,15.733,15.486,28.824,30.601,21.314,22.247,40.866,33.611
AG-22,606.41,244.35,6.3,1.61,1.51,255.12,26.48,191.53,18.34,283.44,1.39,32.73,2.1,0.23,0.14,9.34,61.31,131.75,23.38,1.1003,0.6087,16.343,16.574,28.479,30.093,22.129,22.934,40.133,33.314
AG-23,617.15,171.69,3.43,1.29,1.08,312.88,16.83,203.57,0,0,0,46.16,1.73,0.2,0.19,18.3,17.66,90.96,10.59,1.0853,0.6231,14.656,14.721,27.703,29.942,20.822,21.329,41.844,33.67
AG-24,610.98,307.58,1.14,1.1,0.86,300.72,14.67,158.53,21.47,306.69,1.83,70.06,4.03,0.14,0.1,1.57,23.61,95.07,10.3,1.1123,0.6208,15.16,14.632,27.952,29.943,19.691,20.358,42.728,33.836
AG-25,549.97,288.44,4.26,1.29,1.05,267.43,16.86,191.44,18.9,275.38,1.74,64.06,3.99,0.1,0.39,11.43,21,99.51,11.71,1.1648,0.6177,17.785,17.16,28.037,29.685,20.958,21.981,41.988,33.621
AH-14,440.93,26.47,4.93,1.17,0.75,563.23,22.5,142.21,0,0,0,0,1.33,0.08,0.29,0,62.82,67.57,14.64,1.0731,0.639,21.25,22.205,26.748,27.209,22.678,21.064,39.259,31.221
AH-15,521.29,112.57,2.03,1.42,1.09,493.11,18.66,183.35,0,0,0,41.73,1.01,0.13,0.42,4.82,34.72,81.56,10.88,1.0894,0.6234,17.113,17.305,26.202,26.436,22.879,19.626,39.113,30.642
AH-16,560.11,18.63,1.21,1.49,0.9,412.84,21.17,171.97,0,0,0,43.79,2.06,0.13,0.29,1.04,38.74,88.66,13.13,1.0689,0.6145,16.447,16.49,26.894,27.797,23.414,21.079,38.278,31.389
AH-17,543.8,55.74,0.47,1.39,0.85,384.88,23.67,134.49,0,0,0,64.5,1.98,0.27,0.68,0,40.65,97.99,17.1,1.0387,0.6117,15.588,14.741,25.67,27.536,22.832,21.057,40.798,32.679
AH-18,614.09,242.11,2.9,1.39,1.28,316.74,16.85,180.79,0,0,0,70.03,0.53,0.18,0.37,2.62,37.47,60.28,10.74,1.0773,0.6131,14.996,13.789,25.63,27.392,22.501,20.543,40.606,32.619
AH-19,541.12,241.09,5.26,1.41,1.24,278.17,22.65,226.92,18.87,281.66,1.31,67.19,0.81,0.17,0.24,3.28,42.32,103.98,16.78,1.1138,0.6055,14.503,13.475,26.816,28.559,22.96,21.319,39.398,32.306
AH-20,560.43,195.14,1.56,1.49,1.29,329.36,35.53,207.39,17.55,273.97,1.57,32.67,1.47,0.21,0.34,10.2,36.08,94.5,20.03,1.0914,0.6064,13.55,13.224,27.202,28.863,22.043,20.246,39.845,32.447
AH-21,519.49,257.93,2.51,1.61,1.32,228.39,23,166.96,19.01,269.33,1.17,55.99,0.51,0.15,0.27,14.05,43.77,77.17,20.6,1.1296,0.6051,15.59,15.131,27.795,29.502,20.333,21.109,42.422,33.979
AH-22,530.36,253.16,3.43,1.54,1.41,219.67,18.61,222.46,18.38,259.58,3,61.84,1.72,0.19,0.3,12.91,40.44,118.53,21.13,1.1189,0.6045,16.602,16.189,28.677,30.373,21.452,22.907,41.375,33.815
AH-23,579.94,271.95,4.88,1.52,1.33,311.72,25.07,210.31,18.19,274.98,2.54,50.04,1.04,0.2,0.15,20.14,37.06,118.23,15.95,1.0969,0.6184,15.409,14.999,27.354,29.142,20.384,20.626,42.295,33.532
AH-24,598.31,259.74,0.92,0.94,0.77,316.33,17.41,180.15,0,0,0,69,1.05,0.17,0.15,2.6,20,94.55,12.2,1.1078,0.6219,15.515,14.637,27.351,29.294,20.031,19.999,42.47,33.57
AH-25,531.54,295.63,0.9,1.06,0.91,297.75,15.1,200.21,16.88,271.78,1.54,62.34,1.08,0.06,0.11,14.81,17.61,105.87,12.33,1.1673,0.6194,16.919,15.934,28.029,29.639,19.965,20.562,42.389,33.691
AH-26,527.03,268.76,2.33,1.16,0.87,289.35,11.7,162.19,17.75,266.64,3.51,48.44,3.68,0.25,0.39,16.12,16.34,97.23,7.74,1.1642,0.6158,16.593,15.55,26.668,28.463,20.951,21.227,42.765,33.653
AI-13,536.04,189.02,3.06,1.25,1.14,480.76,19.48,117.23,0,0,0,45.41,1.51,0.22,0.08,1.89,45.37,85.47,13.13,1.0585,0.6329,18.851,18.475,25.582,27.213,25.256,22.183,38.464,30.996
AI-14,533.63,119.06,0.66,1.27,1.04,454.93,25.43,132.73,0,0,0,46.87,0.94,0.22,0.24,2.68,40.67,106.3,14.25,1.0635,0.6278,16.863,16.485,26.044,26.944,23.628,20.659,39.004,30.857
AI-15,565.32,184.73,2.28,1.4,1.29,425.76,20.36,146.23,0,0,0,45.27,1.13,0.29,0.32,1.99,36.2,70.69,11.81,1.1033,0.6207,17.188,16.671,25.905,26.686,22.937,19.882,39.096,30.767
AI-16,514.01,247.79,2.37,1.4,1.31,351.96,14.42,160.23,18.63,243.66,2.85,55.03,0.49,0.22,0.19,10.29,23.29,81.12,9.91,1.088,0.6154,15.414,14.501,25.75,27.587,23.481,21.368,39.792,32.135
AI-17,574.22,248.5,4.75,1.43,1.37,300.42,13.53,162.68,18.91,255.45,2.68,63.02,0.94,0.24,0.34,11.31,28.1,85.83,10.01,1.0901,0.6157,14.812,13.463,25.473,27.248,23.364,21.488,40.446,32.163
AI-18,590.21,264.57,4.33,1.31,1.19,323,17.45,217.16,18.76,274.18,2.45,68.25,0.2,0.14,0.44,2.6,27.23,116.26,11.25,1.1099,0.6092,14.87,13.959,26.798,28.179,20.875,19.801,40.725,32.94
AI-19,551.27,178.7,2.44,1.49,1.25,307.33,23.06,177.83,18.98,261.38,1.86,65.02,2.24,0.16,0.65,3.15,30.78,96.68,16.75,1.0803,0.6093,13.903,13.417,27.423,29.344,21.576,20.382,40.286,32.683
AI-20,527.79,269.58,5.98,1.69,1.51,212.2,16.55,182.97,0,0,0,65,0.73,0.08,0.4,3.7,33.29,83.53,21.54,1.1372,0.6027,14.792,13.827,26.207,28.214,22.409,22.51,41.7,33.551
AI-21,543.53,267.83,6.52,1.57,1.41,244.24,30.57,213.56,18.83,276.99,1.43,58,0.97,0.06,0.3,13.43,41.9,120.66,28.25,1.1131,0.6113,16.08,15.491,27.659,29.357,20.663,21.802,42.425,34.088
AI-22,558.94,195.98,1.72,1.42,1.19,330.37,26.4,190.22,18.19,252.8,4.11,31.05,1.87,0.04,0.29,1.69,31.07,112.11,17.98,1.0797,0.6197,14.956,14.548,26.752,28.969,20.186,20.243,42.908,34.037
AI-25,573.04,294.15,3.07,1.18,0.95,275.19,15.55,187.75,17.79,267.82,2.69,45.18,1.58,0.28,0.25,15.39,19.42,92.44,10.46,1.1443,0.6129,16.557,15.2,27.431,28.398,19.507,19.789,42.883,33.489
AJ-14,532.51,258.2,3.44,1.35,1.27,376.92,11.91,139.51,0,0,0,46.92,1.61,0.1,0.17,2.19,21.35,90.39,7.22,1.0862,0.6167,17.401,17.235,26.267,27.538,24.123,21.925,38.258,31.708
AJ-15,525.23,236.21,7.41,1.5,1.4,351.11,20.2,119.51,19.46,285.25,1.17,45.34,1.01,0.04,0.38,2.05,45.58,85.7,13.58,1.1053,0.6115,15.782,15.456,26.527,28.655,22.995,21.19,39.585,32.242
AJ-16,533.84,280.24,2.47,1.47,1.2,362.33,12.5,161,19.11,273.9,0.88,48.3,0.37,0.06,0.27,1.89,17.73,112.12,9.69,1.0948,0.6083,15.85,15.066,25.873,27.882,22.928,20.653,39.515,32.002
AJ-17,524.28,270.78,0.5,1.29,1.08,330.84,10.79,196.47,18.61,273.16,1.6,59.57,1.4,0.15,0.61,11.5,17.15,76.75,7.78,1.0806,0.6116,16.088,15.332,25.949,27.402,22.005,20.513,40.763,32.361
AJ-18,557.97,220.89,1.23,1.43,1.25,329.37,16.31,205.83,18.83,271.84,1.81,71.88,0.36,0.04,0.69,2.6,27.17,121.61,11.54,1.0904,0.6208,15.383,14.453,27.191,28.438,22.165,20.637,39.424,32.033
AJ-19,574.68,246.4,1.78,1.39,1.22,309.62,16.44,165.93,19.72,260.31,2.81,68.47,0.64,0.04,0.28,3.28,21.43,90.84,10.3,1.1135,0.6101,14.733,14.416,27.513,28.593,21.123,19.976,39.994,32.74
AJ-20,506.07,252.9,2.63,1.56,1.28,238.29,17.33,215.28,18.65,264.97,1.74,66.17,1.39,0.11,0.07,4.29,36.35,89.32,16.56,1.1199,0.6111,15.449,14.936,26.251,28.007,21.951,21.924,41.806,33.399
AJ-21,571.84,270.17,5.09,1.67,1.48,280.86,40.29,239.85,19.12,275.46,1.56,60.03,0.72,0.02,0.27,17.25,56.15,123.08,31.83,1.0891,0.6106,15.269,14.264,26.793,29.598,20.936,21.829,43.192,34.351
AJ-22,561.74,284.28,1.53,1.18,0.92,337.73,24.19,203.14,18.65,262.47,6.69,33.37,1.87,0.08,0.37,9.42,26.37,102.67,18.51,1.0752,0.624,15.107,14.325,26.145,28.237,21.031,20.848,42.403,33.723
AK-14,513.01,229.04,2.13,1.45,1.22,351.45,13,193.37,18.59,270.45,1.89,47.56,0.53,0.07,0.18,0.96,30.5,75.25,7.9,1.0767,0.6119,15.221,14.651,27.095,29.053,22.563,20.949,39.544,32.11
AK-15,499.28,175.22,4.87,1.48,1.32,313.91,29.83,164.89,17.23,267.97,2.28,46.06,0.73,0.15,0.22,1.98,38.51,115.02,21.34,1.0522,0.6126,13.892,13.092,26.487,28.406,21.465,20.169,40.854,32.583
AK-16,548.33,201.44,1.48,1.4,1.07,369.01,17.22,186.59,19.12,276.18,3.41,47.98,1.84,0.08,0.13,1.97,23.89,106.18,12.5,1.0776,0.6148,15.008,14.455,26.61,28.966,22.496,20.895,40.062,32.77
AK-17,545.7,95.62,0.11,1.18,0.82,350.21,14.68,198.04,0,0,0,68.03,1.3,0.02,0.66,8.31,20.42,99.53,9.8,1.0663,0.6253,14.752,14.439,27.7,29.292,22.428,21.261,39.29,32.624
AK-19,611.21,221.06,2.96,1.51,1.38,258.93,19.3,181.64,0,0,0,65.2,1.7,0.07,0.27,4.45,45.13,90.38,16.37,1.1129,0.61,14.975,14.72,26.428,28.415,21.2,21.046,42.063,33.375
AK-20,524.91,237.25,5.12,1.61,1.49,252.86,29.92,190.09,18.74,274.53,2.47,57.88,2.38,0.06,0.25,16.91,53.62,122.66,25.97,1.1182,0.6091,15.082,13.982,26.691,28.723,20.648,21.055,42.721,34.011
AK-21,590.38,266.46,1.08,1.55,1.32,353.23,26.61,183.37,19.21,270.94,1.72,31.5,1.34,0.01,0.18,2.02,29.95,113.95,19.73,1.0789,0.6162,15.134,13.934,26.066,28.461,21.597,21.467,42.223,34.074
AL-15,541.11,210.94,6.21,1.52,1.39,300.41,26.25,152.09,17.86,241.6,2.84,45.71,0.6,0.1,0.3,1.79,57.22,80.03,21.32,1.0894,0.6134,14.285,13.473,27.154,29.097,20.532,19.685,41.388,32.932
AL-16,551.24,156.94,1.03,1.47,1.19,298.41,22.29,141.85,18.8,262.14,1.44,46.92,1.15,0.07,0.17,1.83,52.93,112.16,17.52,1.0653,0.6134,14.33,13.915,27.622,29.808,20.61,20.222,41.434,33.413
AL-17,523.27,56.61,0.72,1.54,1.14,315.78,21.87,123.08,0,0,0,0,0.48,0.02,0.31,0,48.2,100.24,14.02,1.0597,0.6106,14.246,13.863,27.781,29.721,20.231,20.252,41.68,33.42
AL-18,573.49,99.22,4.81,1.36,1.19,303.3,22.64,148.04,0,0,0,0,1.52,0.05,0.24,0,46.92,92.22,16.39,1.0716,0.616,14.977,14.457,27.159,29.181,20.955,20.571,41.389,33.226
AL-19,523.08,137.21,3.46,1.57,1.24,279.27,25.36,153.49,20.25,270.98,1.41,64.13,1.31,0.11,0.62,2.94,43.16,93.33,20.94,1.0877,0.615,14.613,13.888,27.309,28.51,20.771,20.498,41.282,33.086
AL-20,569.18,235.9,0.42,1.41,1.2,292.86,41.99,239.97,19.8,293.65,0.88,52.48,1.45,0.05,0.14,17.61,53.77,102.08,26.43,1.0999,0.6153,14.427,13.716,27.415,29.352,19.042,19.675,43.578,33.869
AL-21,570.05,262.35,3.84,1.55,1.42,306.24,33.58,193.5,0,0,0,30.56,0.81,0.05,0.26,1.91,49.52,123.18,24.32,1.1041,0.617,15.018,13.915,27.14,28.899,19.827,19.982,42.651,33.774
AM-15,562.96,260.04,4.49,1.49,1.38,247.65,18.97,184.41,18.37,276.43,2.13,47.27,0.95,0.06,0.32,2.57,45.87,89.01,19.41,1.094,0.6149,15.461,14.531,27.83,29.111,20.561,20.883,41.405,33.484
AM-16,521.02,262.96,6.08,1.5,1.42,240.73,19.61,213.34,0,0,0,45.9,0.57,0.06,0.34,2.08,29.61,106.03,15.67,1.1263,0.6097,14.497,13.259,27.384,28.046,19.378,19.742,42.538,33.689
AM-17,526.22,208.06,10.37,1.52,1.36,241.65,16.22,219.4,19.61,278.15,1.58,46.92,1.03,0.07,0.29,1.18,32.8,85.93,13.48,1.0981,0.6081,14.902,13.825,26.874,28.289,19.417,19.566,42.956,33.569
AM-18,517.03,193.64,11.28,1.62,1.41,252.48,20.7,193.57,20.96,259.54,2.48,36.86,1.01,0.12,0.06,13.66,43.28,102.34,16.06,1.1224,0.6061,15.261,13.898,27.488,28.628,21.486,21.435,40.702,33.043
AM-19,528.27,212.2,3.88,1.46,1.35,287.4,32.71,189.91,20.03,275.25,2.41,51.57,1.99,0.03,0.04,18.13,61.4,125.4,25.75,1.113,0.6107,14.557,13.536,27.024,28.578,20.126,20.512,42.664,33.694
AM-20,566.59,221.95,1.18,1.45,1.33,347.03,30.59,194.53,19.48,284.4,2.77,33.19,1.68,0.13,0.3,2.28,32.07,113.42,25.41,1.0845,0.6132,14.322,13.511,27.466,29.352,20.133,20.135,41.94,33.518
AM-21,539.42,286.73,0.88,1.4,0.87,349.77,15.09,207.46,19.56,279.41,3.33,49.84,1.37,0.04,0.41,19.71,18.89,101.09,10.27,1.1003,0.613,14.98,13.714,26.324,28.82,19.908,19.844,43.431,33.747
AN-16,542.26,275.55,3.33,1.49,1.27,304.15,15.72,188.05,18.18,264.83,2.56,47.17,0.77,0.15,0.45,2.19,29.1,92.04,11,1.1005,0.6186,14.68,14.133,27.891,29.541,20.194,20.539,41.875,33.809
